age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary
29,no,travel_frequently,1032.49,NA,1,1,NA,84,Medium,male,129.0604053790081,high,senior,sales_executive,very_high,married,8339.32,21682.23,1,no,14,"3,0",very_high,part_time,1,11.0,5,good,11,4,1,1994,100071.84,yes,83.042301980198,11.0,8339.32,100071.84,83.042301980198,11.0,8339.32,100071.84
55,no,travel_rarely,1964.96,NA,1,3,medical,85,Very High,female,245.62,high,executive,manager,low,single,15870.83,41264.17,0,no,14,"3,0",high,full_time,0,37.0,2,good,36,4,13,1968,190450.0,yes,245.62,37.0,15870.83,190450.0,245.62,37.0,15870.83,190450.0
41,no,NA,1652.34,NA,10,4,NA,86,Very High,female,104.45863284946988,high,manager,manager,medium,NA,13345.83,34699.17,1,no,19,"3,0",medium,part_time,0,11.247859699176862,2,good,22,0,4,1982,80996.2276451638,yes,83.042301980198,11.318933823529411,13345.83,65245.87531343283,83.042301980198,11.318933823529411,13345.83,65245.87531343283
39,no,travel_rarely,991.82,research_&_development,1,3,NA,87,High,female,123.98,very_high,senior,healthcare_representative,very_high,NA,8010.83,20828.17,0,no,17,"3,0",low,part_time,3,19.0,5,low,18,3,7,1984,96130.0,no,123.98,19.0,8010.83,96130.0,123.98,19.0,8010.83,96130.0
38,no,NA,1187.54,NA,15,2,life_sciences,88,High,female,148.44,medium,senior,research_director,very_high,NA,9935.134988889584,24938.33,0,no,14,"3,0",medium,full_time,1,18.49453343049288,3,good,11,2,9,1985,115100.0,yes,148.44,11.318933823529411,5697.60022687609,115100.0,148.44,11.318933823529411,5697.60022687609,115100.0
43,no,NA,1582.77,NA,12,3,NA,89,Low,female,197.84738987953895,medium,manager,research_director,medium,NA,12783.92,33238.2,1,no,11,"3,0",high,full_time,1,24.073076203189572,3,good,25,3,9,1980,153407.07,yes,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
31,no,NA,444.27,NA,30,2,NA,90,Medium,male,85.1884669808423,high,intermediate,manufacturing_director,low,married,3588.33,9329.67,1,no,12,"3,0",medium,part_time,1,13.0,5,very_low,13,3,12,1992,66054.64905355615,yes,83.042301980198,13.0,3588.33,65245.87531343283,83.042301980198,13.0,3588.33,65245.87531343283
50,no,travel_rarely,1758.71,research_&_development,27,4,life_sciences,91,NA,female,219.84071626787903,medium,manager,manager,high,married,14205.0,36933.0,0,no,15,"3,0",medium,full_time,1,28.0,2,good,27,15,7,1973,170460.0,yes,83.042301980198,28.0,14205.0,170460.0,83.042301980198,28.0,14205.0,170460.0
35,no,NA,1032.49,NA,25,3,technical_degree,92,Very High,female,129.06,medium,senior,manufacturing_director,medium,married,8339.32,21682.23,3,no,16,"3,0",low,part_time,0,16.489391944136273,2,good,13,4,8,1988,100071.84,no,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84
47,no,NA,522.79,NA,16,4,NA,93,High,female,115.13618120595764,very_high,intermediate,manufacturing_director,high,NA,4222.5,10978.5,1,yes,19,"3,0",high,part_time,0,20.0,3,good,19,2,7,1976,89275.11926053558,yes,83.042301980198,20.0,4222.5,65245.87531343283,83.042301980198,20.0,4222.5,65245.87531343283
35,no,NA,1032.49,research_&_development,25,4,NA,94,High,male,129.06,high,senior,healthcare_representative,high,divorced,8339.32,21682.23,1,yes,11,"3,0",high,part_time,1,16.489391944136273,3,low,16,10,1,1988,100071.84,yes,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84
40,no,travel_rarely,1032.49,NA,20,4,NA,95,Low,female,129.06,high,senior,healthcare_representative,very_high,married,8663.705208020525,21682.23,4,no,20,"4,0",very_high,part_time,1,14.0,6,good,11,11,1,1983,100071.84,yes,129.06,14.0,5697.60022687609,100071.84,129.06,14.0,5697.60022687609,100071.84
45,no,NA,556.26,sales,9,4,life_sciences,96,Medium,male,69.53089423263933,medium,intermediate,sales_executive,high,married,4492.84,11681.39,1,no,13,"3,0",very_high,part_time,1,15.0,2,good,15,4,12,1978,53914.11,no,83.042301980198,15.0,4492.84,53914.11,83.042301980198,15.0,4492.84,53914.11
33,no,NA,290.04,research_&_development,9,3,medical,97,Low,female,36.252771464180434,high,entry_level,research_scientist,very_high,married,2575.531330586656,6090.75,0,no,13,"3,0",medium,part_time,1,15.0,5,good,14,4,10,1990,28111.13,no,83.042301980198,15.0,5697.60022687609,28111.13,83.042301980198,15.0,5697.60022687609,28111.13
36,no,travel_frequently,380.92,NA,3,3,NA,98,High,female,47.61346310228381,high,entry_level,research_scientist,medium,married,3076.67,7999.33,1,no,12,"3,0",high,full_time,0,12.0,2,low,11,0,7,1987,36920.0,no,83.042301980198,12.0,3076.67,36920.0,83.042301980198,12.0,3076.67,36920.0
45,yes,NA,1973.98,NA,13,3,marketing,99,Low,male,246.75,low,executive,manager,medium,NA,15943.72,41453.67,2,yes,16,"3,0",low,full_time,0,26.0,2,good,24,1,11,1978,191324.62,yes,246.75,26.0,15943.72,191324.62,246.75,26.0,15943.72,191324.62
51,no,travel_frequently,2047.71,NA,27,3,NA,100,NA,female,255.96,high,executive,manager,medium,NA,16988.541286774227,43001.83,4,yes,24,"3,0",low,full_time,1,30.308222662532195,5,low,29,11,10,1972,198470.0,no,255.96,11.318933823529411,5697.60022687609,198470.0,255.96,11.318933823529411,5697.60022687609,198470.0
34,no,travel_rarely,238.13,NA,7,2,technical_degree,101,Medium,female,29.76400544988333,high,entry_level,sales_representative,high,NA,2149.8865672339107,5000.67,0,yes,25,"4,0",medium,part_time,1,12.0,4,good,11,5,7,1989,23080.0,no,83.042301980198,12.0,5697.60022687609,23080.0,83.042301980198,12.0,5697.60022687609,23080.0
43,no,travel_rarely,1582.77,research_&_development,15,2,NA,102,High,female,197.84738722933994,medium,manager,research_director,high,NA,13176.052827364407,33238.2,1,no,24,"4,0",low,full_time,1,23.92271891390793,3,good,14,6,11,1980,153407.07,yes,83.042301980198,11.318933823529411,5697.60022687609,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07
34,no,NA,556.26,NA,5,2,medical,103,Medium,female,69.53070234868028,medium,intermediate,laboratory_technician,very_high,NA,4492.84,11681.39,1,no,14,"3,0",high,part_time,1,9.92627118801342,3,good,15,4,13,1989,53914.11,no,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11
38,no,NA,290.04,NA,2,3,NA,104,Low,female,36.25269402233687,high,entry_level,human_resources,medium,divorced,2342.59,6090.75,5,no,13,"3,0",very_high,part_time,3,13.0,3,good,11,3,8,1985,28111.13,yes,83.042301980198,13.0,2342.59,28111.13,83.042301980198,13.0,2342.59,28111.13
48,no,NA,1973.98,NA,10,3,NA,105,Very High,female,246.7498751061148,medium,executive,research_director,medium,NA,16384.016878628037,41453.67,4,no,12,"3,0",very_high,full_time,0,29.0,3,good,22,12,9,1975,191324.62,no,83.042301980198,29.0,5697.60022687609,191324.62,83.042301980198,29.0,5697.60022687609,191324.62
34,no,NA,592.94,research_&_development,22,4,other,106,High,female,74.11696631546343,medium,intermediate,research_scientist,very_high,married,4789.17,12451.83,1,yes,15,"3,0",medium,full_time,0,16.0,3,good,15,6,11,1989,57470.0,no,83.042301980198,16.0,4789.17,57470.0,83.042301980198,16.0,4789.17,57470.0
32,no,travel_rarely,1075.29,NA,31,4,NA,107,NA,male,134.41,high,senior,sales_executive,very_high,NA,8685.0,22581.0,1,no,19,"3,0",high,full_time,2,14.0,3,good,14,5,7,1991,104220.0,yes,134.41,14.0,8685.0,104220.0,134.41,14.0,8685.0,104220.0
29,no,travel_rarely,1032.49,NA,21,4,life_sciences,108,Medium,male,85.76607913655882,very_high,senior,manufacturing_director,low,divorced,8339.32,21682.23,1,no,11,"3,0",high,part_time,1,10.0,1,good,10,8,8,1994,66502.57395644658,no,83.042301980198,10.0,8339.32,65245.87531343283,83.042301980198,10.0,8339.32,65245.87531343283
46,no,NA,1032.49,NA,1,3,medical,109,High,female,129.0607860816675,medium,senior,healthcare_representative,low,married,8663.68319024423,21682.23,2,yes,13,"3,0",high,part_time,1,21.0,5,low,10,9,5,1977,100071.84,no,83.042301980198,21.0,5697.60022687609,100071.84,83.042301980198,21.0,5697.60022687609,100071.84
30,no,NA,654.85,human_resources,9,3,NA,110,High,female,81.85499294376696,high,intermediate,human_resources,very_high,married,5289.17,13751.83,0,yes,19,"3,0",very_high,full_time,0,11.28501144501645,2,very_low,11,4,7,1993,63470.0,no,83.042301980198,11.318933823529411,5289.17,63470.0,83.042301980198,11.318933823529411,5289.17,63470.0
45,no,NA,242.25,NA,9,3,life_sciences,111,Medium,female,30.280186578395544,high,intermediate,laboratory_technician,medium,NA,1956.67,5087.33,8,no,18,"3,0",high,part_time,1,20.0,2,good,17,0,15,1978,23480.0,yes,83.042301980198,20.0,1956.67,23480.0,83.042301980198,20.0,1956.67,23480.0
30,no,travel_rarely,1032.49,NA,5,3,NA,112,Medium,male,129.06,high,senior,sales_executive,very_high,NA,8339.32,21682.23,2,no,12,"3,0",high,part_time,1,16.489391944136273,2,good,10,7,4,1993,100071.84,yes,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84
30,no,NA,316.95,NA,9,3,NA,113,High,female,39.617319821715604,high,intermediate,laboratory_technician,low,NA,2796.2618516514353,6656.0,1,no,11,"3,0",high,part_time,2,12.0,4,good,12,6,10,1993,30720.0,yes,83.042301980198,12.0,5697.60022687609,30720.0,83.042301980198,12.0,5697.60022687609,30720.0
34,no,travel_frequently,556.26,NA,29,1,NA,114,Very High,female,75.49480443278345,medium,intermediate,manufacturing_director,high,married,4492.84,11681.39,1,no,17,"3,0",high,part_time,0,10.0,2,low,10,1,9,1989,58538.51758955006,no,83.042301980198,10.0,4492.84,65245.87531343283,83.042301980198,10.0,4492.84,65245.87531343283
51,no,travel_rarely,1288.65,NA,8,4,life_sciences,115,Medium,female,161.0814928892143,medium,senior,research_director,medium,married,10408.33,27061.67,5,no,16,"3,0",very_high,full_time,2,16.0,5,very_low,10,4,7,1972,124900.0,no,83.042301980198,16.0,10408.33,124900.0,83.042301980198,16.0,10408.33,124900.0
34,no,NA,556.26,NA,39,4,life_sciences,116,NA,female,69.53,medium,intermediate,manufacturing_director,low,NA,4492.84,11681.39,6,no,13,"3,0",medium,part_time,1,13.0,3,good,11,5,9,1989,53914.11,yes,69.53,13.0,4492.84,53914.11,69.53,13.0,4492.84,53914.11
35,no,travel_rarely,827.46,NA,16,3,NA,117,High,female,103.43171477232225,high,senior,sales_executive,medium,married,6683.33,17376.67,0,no,15,"3,0",high,part_time,2,12.0,3,low,11,6,9,1988,80200.0,yes,83.042301980198,12.0,6683.33,80200.0,83.042301980198,12.0,6683.33,80200.0
45,no,travel_frequently,1032.49,NA,7,3,life_sciences,118,Low,female,129.06089702756876,high,senior,laboratory_technician,low,NA,8339.32,21682.23,1,no,18,"3,0",low,part_time,1,24.0,2,good,24,9,11,1978,100071.84,yes,83.042301980198,24.0,8339.32,100071.84,83.042301980198,24.0,8339.32,100071.84
39,no,NA,1760.98,NA,10,1,NA,119,High,female,220.12418892154088,high,manager,manager,low,married,14637.422653882722,36980.67,1,no,14,"3,0",very_high,full_time,0,21.0,3,good,21,11,10,1984,170680.0,yes,83.042301980198,21.0,5697.60022687609,170680.0,83.042301980198,21.0,5697.60022687609,170680.0
31,no,NA,922.69,NA,7,2,NA,120,High,male,115.33557774119971,medium,senior,manufacturing_director,high,married,7452.5,19376.5,1,no,24,"4,0",low,part_time,1,10.0,2,good,10,8,9,1992,89430.0,no,83.042301980198,10.0,7452.5,89430.0,83.042301980198,10.0,7452.5,89430.0
39,no,NA,1988.38,research_&_development,7,2,NA,121,High,female,248.5495195048998,medium,executive,manager,very_high,married,16060.0,41756.0,1,no,15,"3,0",low,full_time,1,29.662941656108686,2,good,21,13,3,1984,192720.0,yes,83.042301980198,11.318933823529411,16060.0,192720.0,83.042301980198,11.318933823529411,16060.0,192720.0
45,no,travel_rarely,556.26,NA,8,4,NA,122,Very High,female,69.53,high,intermediate,research_scientist,very_high,NA,4492.84,11681.39,9,no,14,"3,0",low,part_time,2,12.0,3,good,10,9,8,1978,53914.11,yes,69.53,12.0,4492.84,53914.11,69.53,12.0,4492.84,53914.11
30,no,travel_rarely,556.26,sales,5,3,marketing,123,Very High,male,75.49480443278345,medium,intermediate,sales_executive,high,NA,4492.84,11681.39,1,no,13,"3,0",high,part_time,3,10.0,2,good,10,1,2,1993,58538.51758955006,yes,83.042301980198,10.0,4492.84,65245.87531343283,83.042301980198,10.0,4492.84,65245.87531343283
31,no,NA,1032.49,NA,7,4,medical,124,High,male,129.06,high,senior,manufacturing_director,very_high,NA,8339.32,21682.23,1,no,14,"3,0",high,part_time,0,11.0,2,low,11,4,10,1992,100071.84,no,129.06,11.0,8339.32,100071.84,129.06,11.0,8339.32,100071.84
36,no,NA,1032.49,NA,3,4,medical,125,Low,female,129.06059447460834,medium,senior,sales_executive,very_high,married,8339.32,21682.23,4,no,11,"3,0",low,part_time,1,16.0,2,good,13,1,12,1987,100071.84,yes,83.042301980198,16.0,8339.32,100071.84,83.042301980198,16.0,8339.32,100071.84
36,no,travel_rarely,1032.49,NA,2,2,NA,126,Medium,female,129.0603700716148,medium,senior,sales_executive,high,married,8663.717789696333,21682.23,1,no,13,"3,0",medium,part_time,2,10.0,2,good,10,9,0,1987,100071.84,yes,83.042301980198,10.0,5697.60022687609,100071.84,83.042301980198,10.0,5697.60022687609,100071.84
55,no,travel_rarely,1582.77,NA,18,5,NA,127,Low,male,197.85,high,manager,manager,medium,single,12783.92,33238.2,3,no,23,"4,0",very_high,full_time,0,37.0,2,good,10,7,7,1968,153407.07,yes,197.85,37.0,12783.92,153407.07,197.85,37.0,12783.92,153407.07
35,no,NA,556.26,NA,1,3,NA,128,Medium,female,69.53089423263933,high,intermediate,sales_executive,high,NA,4492.84,11681.39,9,no,11,"3,0",high,part_time,0,15.0,2,good,11,6,9,1988,53914.11,yes,83.042301980198,15.0,4492.84,53914.11,83.042301980198,15.0,4492.84,53914.11
42,no,travel_rarely,1032.49,NA,24,3,medical,129,Very High,female,129.06,high,senior,manufacturing_director,low,married,8339.32,21682.23,1,no,21,"4,0",very_high,part_time,1,10.0,5,low,10,5,8,1981,100071.84,no,129.06,10.0,8339.32,100071.84,129.06,10.0,8339.32,100071.84
52,no,travel_rarely,575.4,NA,6,2,NA,130,Very High,female,71.93,high,intermediate,research_scientist,low,divorced,4647.5,12083.5,3,yes,12,"3,0",medium,full_time,2,18.0,3,good,10,6,9,1971,55770.0,yes,71.93,18.0,4647.5,55770.0,71.93,18.0,4647.5,55770.0
49,no,NA,1973.98,NA,18,4,life_sciences,131,Very High,female,246.75,medium,executive,research_director,high,NA,16384.01605893322,41453.67,1,yes,17,"3,0",high,full_time,1,29.29570858473093,5,good,31,0,9,1974,191324.62,yes,246.75,11.318933823529411,5697.60022687609,191324.62,246.75,11.318933823529411,5697.60022687609,191324.62
34,no,travel_rarely,277.64,research_&_development,1,5,NA,132,Medium,female,34.70333421207426,high,entry_level,research_scientist,very_high,married,2242.5,5830.5,1,no,12,"3,0",very_high,part_time,1,6.086582689943065,4,low,10,8,8,1989,26910.0,yes,83.042301980198,11.318933823529411,2242.5,26910.0,83.042301980198,11.318933823529411,2242.5,26910.0
33,yes,travel_rarely,290.04,NA,1,4,other,133,Very High,female,36.25258056497672,high,entry_level,research_scientist,very_high,single,2342.59,6090.75,1,no,13,"3,0",high,part_time,0,10.0,2,low,10,7,8,1990,28111.13,no,83.042301980198,10.0,2342.59,28111.13,83.042301980198,10.0,2342.59,28111.13
33,no,NA,1032.49,research_&_development,7,3,medical,134,High,female,91.08972859085588,high,senior,research_director,high,married,8339.32,21682.23,0,no,11,"3,0",very_high,part_time,0,11.362395898152304,3,excellent,13,3,7,1990,70630.35343310711,yes,83.042301980198,11.318933823529411,8339.32,65245.87531343283,83.042301980198,11.318933823529411,8339.32,65245.87531343283
53,no,travel_rarely,1582.77,NA,23,4,NA,135,Very High,male,197.8477274879417,high,manager,research_director,very_high,NA,12783.92,33238.2,6,no,18,"3,0",high,full_time,0,33.0,0,good,12,3,8,1970,153407.07,yes,83.042301980198,33.0,12783.92,153407.07,83.042301980198,33.0,12783.92,153407.07
49,no,travel_rarely,763.8,NA,8,2,other,136,Low,male,95.47490361228405,high,senior,laboratory_technician,medium,married,6169.17,16039.83,4,no,11,"3,0",high,part_time,1,29.0,3,low,26,1,7,1974,74030.0,no,83.042301980198,29.0,6169.17,74030.0,83.042301980198,29.0,6169.17,74030.0
35,no,NA,1032.49,NA,21,4,NA,137,NA,female,129.06,high,senior,sales_executive,very_high,NA,8663.697800731557,21682.23,6,no,13,"3,0",medium,part_time,1,16.365014275608196,2,good,10,0,8,1988,100071.84,no,129.06,11.318933823529411,5697.60022687609,100071.84,129.06,11.318933823529411,5697.60022687609,100071.84
38,no,travel_rarely,910.31,NA,17,1,life_sciences,138,High,male,113.79,medium,senior,healthcare_representative,high,married,7352.5,19116.5,0,no,18,"3,0",low,part_time,1,20.0,4,low,19,1,9,1985,88230.0,no,113.79,20.0,7352.5,88230.0,113.79,20.0,7352.5,88230.0
46,no,NA,1582.77,sales,3,1,marketing,139,Low,female,197.84738987953895,high,manager,manager,high,married,12783.92,33238.2,3,no,12,"3,0",very_high,full_time,1,24.073076203189572,3,good,12,4,9,1977,153407.07,no,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
36,no,non_travel,556.26,NA,18,4,NA,140,Low,female,69.53,high,intermediate,manufacturing_director,very_high,single,4492.84,11681.39,2,no,20,"4,0",low,part_time,0,18.0,0,good,11,0,9,1987,53914.11,no,69.53,18.0,4492.84,53914.11,69.53,18.0,4492.84,53914.11
42,yes,travel_frequently,1582.77,NA,15,3,life_sciences,141,NA,female,197.84738722933994,high,manager,sales_executive,low,single,13176.052827364407,33238.2,0,no,12,"3,0",medium,full_time,0,23.92271891390793,2,low,21,13,14,1981,153407.07,yes,83.042301980198,11.318933823529411,5697.60022687609,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07
34,no,travel_frequently,556.26,NA,1,3,NA,142,Very High,female,91.64011124149141,medium,intermediate,healthcare_representative,low,single,4492.84,11681.39,0,no,20,"4,0",high,part_time,0,14.0,3,good,13,4,9,1989,71057.05158360582,yes,83.042301980198,14.0,4492.84,65245.87531343283,83.042301980198,14.0,4492.84,65245.87531343283
30,no,travel_rarely,369.26,research_&_development,1,3,medical,143,Very High,female,46.156101170945576,high,entry_level,research_scientist,medium,NA,2982.5,7754.5,0,yes,21,"4,0",low,part_time,1,12.0,2,good,11,5,7,1993,35790.0,yes,83.042301980198,12.0,2982.5,35790.0,83.042301980198,12.0,2982.5,35790.0
54,no,travel_rarely,1834.34,NA,3,3,life_sciences,144,Very High,female,229.29452586198187,high,manager,research_director,very_high,married,14815.83,38521.17,3,no,14,"3,0",low,full_time,0,36.0,2,good,10,0,9,1969,177790.0,yes,83.042301980198,36.0,14815.83,177790.0,83.042301980198,36.0,14815.83,177790.0
31,no,travel_rarely,556.26,NA,24,3,medical,145,High,male,69.53070513703906,medium,intermediate,healthcare_representative,low,single,4492.84,11681.39,1,no,19,"3,0",medium,part_time,0,10.0,2,good,10,1,8,1992,53914.11,no,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11
44,no,NA,1879.12,NA,5,3,NA,146,Medium,female,234.8914492477062,high,executive,manager,medium,married,15177.5,39461.5,7,no,11,"3,0",high,full_time,1,26.0,5,good,22,3,10,1979,182130.0,yes,83.042301980198,26.0,15177.5,182130.0,83.042301980198,26.0,15177.5,182130.0
55,no,non_travel,1400.8,NA,8,1,NA,147,Very High,female,175.1,medium,manager,healthcare_representative,medium,divorced,11683.892434012596,29416.83,1,yes,15,"3,0",very_high,full_time,1,21.423512157529295,3,good,33,15,0,1968,135770.0,no,175.1,11.318933823529411,5697.60022687609,135770.0,175.1,11.318933823529411,5697.60022687609,135770.0
44,no,travel_rarely,1979.92,NA,4,2,life_sciences,148,High,female,247.49,very_high,executive,manager,low,divorced,15991.67,41578.33,1,no,14,"3,0",very_high,full_time,2,29.5463453931319,4,low,25,14,13,1979,191900.0,no,247.49,11.318933823529411,15991.67,191900.0,247.49,11.318933823529411,15991.67,191900.0
