age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work
42,yes,travel_frequently,1582.77,,15,3,life_sciences,141,nan,female,,high,manager,sales_executive,low,single,,33238.2,0,,12,,medium,full_time,0,,2,low,21,13,14,1981,153407.07,yes
34,no,travel_frequently,556.26,,1,3,nan,142,very_high,female,,medium,intermediate,healthcare_representative,low,single,4492.84,11681.39,0,no,20,"4,0",high,nan,0,14,3,good,13,4,9,1989,,yes
30,no,travel_rarely,369.26,research_&_development,1,3,medical,143,very_high,female,,high,entry_level,research_scientist,medium,,2982.5,7754.5,0,yes,21,"4,0",low,nan,1,12,2,good,11,5,7,1993,35790.0,yes
54,no,travel_rarely,1834.34,,3,3,life_sciences,144,very_high,female,,high,manager,research_director,very_high,married,14815.83,38521.17,3,no,14,"3,0",low,full_time,0,36,2,good,10,0,9,1969,177790.0,yes
31,no,travel_rarely,556.26,,24,3,medical,145,high,male,,medium,intermediate,healthcare_representative,low,single,4492.84,11681.39,1,no,19,,medium,part_time,0,10,2,good,10,1,8,1992,53914.11,no
44,no,,1879.12,,5,3,nan,146,medium,female,,high,executive,manager,medium,married,15177.5,39461.5,7,no,11,"3,0",high,full_time,1,26,5,good,22,3,10,1979,182130.0,yes
55,no,non_travel,1400.8,,8,1,nan,147,very_high,female,175.1,medium,manager,healthcare_representative,medium,divorced,,29416.83,1,yes,15,"3,0",very_high,full_time,1,,3,good,33,15,0,1968,135770.0,no
44,no,travel_rarely,1979.92,,4,2,life_sciences,148,high,female,247.49,very_high,executive,manager,low,divorced,15991.67,41578.33,1,no,14,"3,0",very_high,full_time,2,,4,low,25,14,13,1979,191900.0,no
34,no,travel_frequently,556.26,human_resources,11,3,life_sciences,149,high,female,,medium,intermediate,human_resources,medium,,4492.84,11681.39,4,no,11,"3,0",very_high,nan,2,14,5,excellent,10,1,8,1989,,yes
39,no,,1766.66,,13,4,nan,150,high,male,220.83,medium,manager,manager,medium,divorced,,37099.83,6,yes,13,"3,0",very_high,full_time,2,,4,good,19,15,2,1984,171230.0,no
55,no,travel_rarely,1979.61,,2,2,medical,151,very_high,male,,low,executive,manager,high,,15989.17,41571.83,4,,14,,very_high,full_time,1,23,5,good,19,9,11,1968,191870.0,yes
51,no,,1582.77,,5,3,life_sciences,152,high,female,197.85,high,manager,manager,medium,,12783.92,33238.2,1,,11,"3,0",medium,full_time,1,,2,good,33,0,10,1972,153407.07,yes
58,yes,,1032.57,,14,4,medical,153,nan,male,,medium,senior,manufacturing_director,low,marreid,8340.0,21684.0,7,,14,"3,0",very_high,nan,0,,0,low,10,5,9,1965,,yes
48,no,,1032.49,,4,3,life_sciences,154,very_high,female,129.06,high,senior,manufacturing_director,very_high,single,8339.32,21682.23,1,no,11,"3,0",high,part_time,0,11,2,good,10,0,8,1975,100071.84,yes
29,no,travel_rarely,824.16,human_resources,17,3,nan,155,medium,female,,medium,senior,human_resources,low,single,6656.67,17307.33,1,,13,"3,0",low,part_time,0,,3,low,10,0,9,1994,79880.0,no
34,no,,556.26,,3,3,other,156,very_high,female,,low,intermediate,sales_executive,low,single,4492.84,11681.39,3,no,18,,very_high,part_time,0,15,2,good,13,3,12,1989,53914.11,yes
42,no,travel_frequently,290.04,,9,2,nan,157,low,male,,high,entry_level,laboratory_technician,very_high,,2342.59,6090.75,1,,13,"3,0",high,nan,0,12,3,good,12,5,8,1981,,yes
57,no,travel_rarely,556.26,,1,2,life_sciences,158,medium,female,,very_high,intermediate,research_scientist,high,married,4492.84,11681.39,0,no,24,"4,0",low,part_time,1,13,2,low,12,2,8,1966,53914.11,yes
34,yes,travel_rarely,556.26,,24,4,nan,159,low,male,,medium,intermediate,sales_executive,medium,single,,11681.39,0,yes,23,"4,0",high,part_time,0,16,2,excellent,15,10,10,1989,53914.11,no
54,no,travel_frequently,1582.77,,11,4,medical,160,medium,male,,high,manager,manager,very_high,,12783.92,33238.2,3,no,20,,low,nan,1,26,2,good,14,1,12,1969,,yes
34,no,travel_rarely,730.79,,1,3,nan,161,very_high,female,91.35,medium,senior,sales_executive,high,,5902.5,15346.5,1,,14,"3,0",very_high,part_time,0,,3,good,10,8,6,1989,70830.0,no
29,no,,487.29,,3,1,medical,162,medium,female,,high,entry_level,laboratory_technician,low,single,3935.83,10233.17,1,,18,"3,0",very_high,nan,0,,3,,10,1,5,1994,,yes
35,no,travel_rarely,351.52,,28,3,life_sciences,163,medium,female,,very_high,intermediate,laboratory_technician,high,,2839.17,7381.83,1,,17,,very_high,part_time,2,,3,low,10,6,8,1988,34070.0,yes
35,yes,,556.26,,12,4,other,164,very_high,female,69.53,high,intermediate,sales_executive,very_high,,4492.84,11681.39,3,,24,"4,0",low,part_time,0,13,2,excellent,11,6,7,1988,53914.11,yes
34,no,travel_rarely,302.2,,19,3,life_sciences,165,medium,male,37.77,medium,entry_level,research_scientist,very_high,married,2440.83,6346.17,1,no,12,"3,0",medium,full_time,0,10,3,good,10,8,7,1989,29290.0,yes
43,no,,556.26,,2,3,nan,166,very_high,female,,high,intermediate,sales_executive,very_high,,4492.84,11681.39,1,yes,17,"3,0",low,part_time,1,10,3,good,10,8,8,1980,53914.11,no
58,no,non_travel,1582.77,,2,3,medical,167,medium,female,197.85,high,manager,manager,medium,divorced,12783.92,33238.2,4,no,22,"4,0",very_high,full_time,1,37,0,low,16,14,14,1965,153407.07,yes
36,no,travel_rarely,556.26,sales,14,4,nan,168,nan,male,,medium,intermediate,sales_executive,high,marreid,4492.84,11681.39,1,yes,13,"3,0",low,part_time,1,10,4,good,10,1,7,1987,53914.11,no
43,no,travel_rarely,1032.49,,11,3,life_sciences,169,low,female,129.06,high,senior,healthcare_representative,high,married,8339.32,21682.23,1,,17,"3,0",medium,part_time,1,10,1,good,10,0,9,1980,100071.84,yes
55,no,,1973.98,,26,4,human_resources,170,high,female,246.75,very_high,executive,manager,medium,married,,41453.67,4,yes,18,"3,0",low,full_time,1,35,0,good,10,1,4,1968,191324.62,yes
42,no,,556.26,research_&_development,23,2,nan,171,very_high,female,,medium,intermediate,research_scientist,high,single,,11681.39,1,,12,"3,0",very_high,nan,0,20,2,good,20,3,7,1981,53914.11,yes
40,no,,556.26,,11,3,technical_degree,172,very_high,male,,high,intermediate,laboratory_technician,high,married,4492.84,11681.39,1,,11,,low,nan,1,10,2,excellent,10,9,4,1983,,yes
56,yes,,290.04,research_&_development,7,2,technical_degree,173,very_high,female,,high,entry_level,laboratory_technician,high,married,,6090.75,8,no,11,"3,0",very_high,part_time,1,14,4,very_low,10,9,8,1967,28111.13,yes
39,no,travel_rarely,1241.29,,33,1,marketing,174,nan,male,,medium,manager,sales_executive,very_high,,10025.83,26067.17,0,,11,"3,0",low,full_time,1,,2,low,20,9,6,1984,120310.0,yes
53,no,travel_rarely,1591.67,,2,4,life_sciences,175,low,male,198.96,medium,manager,manager,very_high,married,12855.83,33425.17,2,no,16,"3,0",high,full_time,0,,3,good,25,3,7,1970,154270.0,yes
27,no,travel_frequently,1032.49,,8,3,nan,176,very_high,female,,high,senior,sales_executive,high,single,8339.32,21682.23,1,no,15,"3,0",very_high,nan,0,9,0,good,9,1,7,1996,,no
30,no,travel_frequently,556.26,,1,2,nan,177,high,male,69.53,high,intermediate,laboratory_technician,very_high,,4492.84,11681.39,1,,23,"4,0",very_high,part_time,0,12,2,,12,3,7,1993,53914.11,yes
35,no,,1032.49,,18,5,life_sciences,178,medium,female,,high,senior,sales_executive,low,married,8339.32,21682.23,1,,22,"4,0",very_high,nan,1,9,3,low,9,1,8,1988,,yes
32,no,travel_rarely,635.76,research_&_development,1,3,medical,179,low,female,,high,intermediate,manufacturing_director,very_high,married,5135.0,13351.0,1,yes,22,"4,0",medium,nan,1,9,3,good,9,7,8,1991,61620.0,yes
30,no,travel_rarely,528.87,,1,1,life_sciences,180,very_high,female,,medium,intermediate,laboratory_technician,very_high,married,4271.67,11106.33,1,,12,"3,0",high,part_time,2,,1,,10,3,0,1993,51260.0,no
46,yes,,992.44,sales,9,2,medical,181,high,female,124.05,medium,senior,sales_executive,very_high,,8015.83,20841.17,1,no,16,"3,0",very_high,part_time,0,9,3,good,9,4,7,1977,96190.0,no
30,no,travel_rarely,556.26,,4,2,nan,182,high,male,,medium,intermediate,sales_executive,medium,,4492.84,11681.39,1,yes,12,"3,0",medium,part_time,3,11,4,low,11,2,7,1993,53914.11,no
32,no,,516.9,,6,4,nan,183,medium,female,,high,intermediate,sales_executive,high,single,4175.0,10855.0,1,no,16,"3,0",low,nan,0,12,0,good,11,5,7,1991,,yes
35,no,travel_rarely,1032.49,,37,5,marketing,184,high,female,,high,senior,sales_executive,medium,married,8339.32,21682.23,1,,13,"3,0",low,part_time,2,,3,good,10,0,6,1988,100071.84,no
32,no,,1032.49,,8,3,marketing,185,medium,male,,high,senior,sales_executive,very_high,single,8339.32,21682.23,1,,14,"3,0",very_high,part_time,0,9,2,good,9,3,7,1991,100071.84,yes
41,no,travel_rarely,290.04,research_&_development,34,3,life_sciences,186,low,female,,high,entry_level,research_scientist,high,divorced,,6090.75,4,no,12,"3,0",low,part_time,1,,2,good,9,1,8,1982,28111.13,yes
40,no,travel_rarely,1963.72,,4,1,medical,187,very_high,male,,high,executive,manager,high,,15860.83,41238.17,1,no,14,"3,0",medium,full_time,1,21,2,good,20,9,9,1983,190330.0,no
45,no,,1582.77,,2,2,nan,188,low,female,,medium,manager,manager,very_high,married,12783.92,33238.2,9,no,23,"4,0",very_high,nan,1,22,1,good,20,11,8,1978,,yes
32,yes,travel_rarely,1073.02,,4,4,nan,189,very_high,female,,low,senior,sales_executive,very_high,married,8666.67,22533.33,1,no,11,"3,0",high,full_time,0,14,2,low,14,9,8,1991,104000.0,no
30,no,non_travel,1032.49,research_&_development,1,1,life_sciences,190,high,female,129.06,medium,senior,manufacturing_director,high,,8339.32,21682.23,1,no,22,"4,0",high,part_time,0,,2,good,11,5,8,1993,100071.84,yes
37,no,,1032.49,,11,3,nan,191,medium,female,,high,senior,research_director,very_high,,,21682.23,1,,14,"3,0",high,part_time,3,,1,good,10,0,7,1986,100071.84,yes
37,no,,288.17,,4,4,nan,192,low,female,,high,entry_level,sales_representative,very_high,divorced,2327.5,6051.5,4,no,17,"3,0",high,nan,1,13,2,good,9,5,8,1986,,no
40,no,,556.26,,24,2,technical_degree,193,low,female,,high,intermediate,research_scientist,very_high,,4492.84,11681.39,1,no,17,"3,0",low,nan,2,,3,good,9,4,7,1983,,no
36,no,non_travel,585.41,,24,4,nan,194,medium,male,,high,intermediate,laboratory_technician,medium,married,4728.33,12293.67,7,,15,"3,0",high,full_time,1,11,3,good,9,0,8,1987,56740.0,yes
32,no,travel_rarely,556.26,,7,3,life_sciences,195,very_high,female,,medium,intermediate,sales_executive,high,married,4492.84,11681.39,1,,14,"3,0",high,part_time,1,13,3,low,13,4,8,1991,53914.11,yes
38,no,,1032.49,,25,2,life_sciences,196,low,male,,medium,senior,research_director,medium,,,21682.23,3,,17,"3,0",high,part_time,1,,2,good,10,0,1,1985,100071.84,yes
30,no,travel_rarely,556.26,,28,2,nan,197,very_high,male,,high,intermediate,research_scientist,very_high,married,4492.84,11681.39,1,no,13,"3,0",very_high,part_time,2,11,2,good,10,1,9,1993,53914.11,yes
39,no,,1980.64,,1,1,nan,198,medium,female,247.58,high,executive,manager,high,,,41593.5,1,,14,"3,0",high,full_time,1,21,3,good,21,1,6,1984,191970.0,yes
60,no,,1973.98,,7,3,life_sciences,199,low,male,,high,executive,manager,low,,15943.72,41453.67,5,no,11,"3,0",very_high,full_time,0,33,5,very_low,29,11,10,1963,191324.62,yes
30,no,,867.9,,22,4,other,200,high,male,108.49,high,senior,sales_executive,low,,7010.0,18226.0,0,,11,"3,0",high,part_time,0,10,3,good,9,7,8,1993,84120.0,yes
31,no,travel_rarely,1032.49,research_&_development,9,1,nan,201,high,female,,high,senior,manufacturing_director,medium,divorced,8339.32,21682.23,1,no,25,"4,0",very_high,part_time,1,,6,excellent,13,0,8,1992,100071.84,yes
33,yes,,345.43,,3,3,life_sciences,202,low,female,43.18,high,entry_level,research_scientist,low,single,2790.0,7254.0,1,yes,11,"3,0",low,full_time,0,,3,good,10,9,7,1990,33480.0,no
50,no,,290.04,,28,1,medical,203,very_high,female,,very_high,entry_level,laboratory_technician,high,married,2342.59,6090.75,1,yes,11,,high,nan,3,20,3,good,20,3,8,1973,,yes
32,no,,547.75,research_&_development,24,4,life_sciences,204,low,female,68.47,high,intermediate,laboratory_technician,very_high,,4424.17,11502.83,1,no,15,,very_high,part_time,2,10,2,good,10,4,7,1991,53090.0,yes
42,no,,556.26,,29,3,nan,205,medium,female,,high,intermediate,manufacturing_director,medium,,4492.84,11681.39,1,,13,"3,0",very_high,nan,1,10,3,low,9,7,8,1981,,yes
49,yes,,789.7,sales,11,3,marketing,206,high,male,,high,senior,sales_executive,very_high,married,6378.33,16583.67,1,no,18,"3,0",low,part_time,2,,3,excellent,9,7,7,1974,76540.0,no
27,no,,1321.46,,5,1,nan,207,high,female,,medium,senior,research_director,very_high,divorced,10673.33,27750.67,1,,16,"3,0",medium,full_time,1,,3,good,9,0,8,1996,128080.0,yes
33,no,travel_rarely,556.26,,1,3,medical,208,low,female,69.53,very_high,intermediate,sales_executive,low,divorced,4492.84,11681.39,1,,22,,low,part_time,1,9,5,good,9,0,8,1990,53914.11,yes
52,no,,1582.77,research_&_development,26,4,nan,209,high,male,,medium,manager,manufacturing_director,very_high,married,12783.92,33238.2,3,no,22,"4,0",high,full_time,0,31,3,good,9,0,0,1971,153407.07,no
32,no,,556.26,,5,2,life_sciences,210,medium,female,69.53,high,intermediate,sales_executive,medium,,4492.84,11681.39,1,no,14,"3,0",very_high,part_time,1,10,3,good,10,5,3,1991,53914.11,yes
36,no,,679.51,,14,1,life_sciences,211,high,female,,high,intermediate,healthcare_representative,very_high,,5488.33,14269.67,0,,17,"3,0",low,full_time,1,,2,low,16,4,11,1987,65860.0,no
31,no,non_travel,556.26,sales,20,2,nan,212,very_high,male,,high,intermediate,sales_executive,high,,4492.84,11681.39,1,,13,"3,0",very_high,nan,1,,2,low,9,0,0,1992,53914.11,no
36,no,travel_rarely,259.9,,2,4,medical,213,high,female,32.49,high,entry_level,laboratory_technician,high,single,2099.17,5457.83,4,no,21,"4,0",high,part_time,0,,6,good,11,3,9,1987,25190.0,yes
52,no,,1764.18,,1,2,life_sciences,214,very_high,female,,high,manager,manager,very_high,married,,37047.83,2,,15,"3,0",medium,full_time,1,26,2,,9,7,8,1971,170990.0,yes
33,no,non_travel,1582.77,,17,3,nan,215,very_high,female,,high,manager,manager,high,single,12783.92,33238.2,1,,11,"3,0",very_high,full_time,0,10,2,good,10,6,0,1990,153407.07,no
45,no,non_travel,556.26,,23,2,life_sciences,216,very_high,female,,high,intermediate,laboratory_technician,low,,4492.84,11681.39,1,yes,15,"3,0",high,part_time,1,9,2,good,9,0,8,1978,53914.11,yes
36,no,travel_rarely,1032.49,research_&_development,12,5,nan,217,very_high,male,129.06,medium,senior,manufacturing_director,very_high,,8339.32,21682.23,0,,11,"3,0",medium,part_time,0,15,2,low,14,7,8,1987,100071.84,yes
49,no,,1353.65,,8,4,nan,218,very_high,female,,medium,manager,sales_executive,medium,,10933.33,28426.67,6,,17,"3,0",medium,full_time,1,22,3,good,9,2,3,1974,131200.0,no
29,yes,,1032.49,,23,1,nan,219,very_high,male,,medium,senior,sales_executive,low,,8339.32,21682.23,1,,13,,low,part_time,1,11,3,very_low,11,3,10,1994,100071.84,yes
29,no,,323.04,,6,1,nan,220,medium,male,,high,entry_level,laboratory_technician,very_high,married,2609.17,6783.83,1,,13,"3,0",low,nan,1,,5,good,10,0,8,1994,,no
37,no,,556.26,research_&_development,1,3,life_sciences,221,very_high,male,,medium,intermediate,manufacturing_director,very_high,married,4492.84,11681.39,1,,13,"3,0",medium,part_time,1,14,2,low,14,3,11,1986,53914.11,yes
33,no,travel_rarely,1032.49,,10,5,nan,222,very_high,female,129.06,very_high,senior,sales_executive,high,,,21682.23,0,,14,"3,0",very_high,part_time,2,,3,good,9,0,8,1990,100071.84,yes
34,no,travel_frequently,458.51,,19,3,medical,223,high,male,,high,intermediate,laboratory_technician,medium,divorced,,9628.67,4,no,13,"3,0",high,part_time,2,15,2,excellent,11,5,10,1989,44440.0,yes
28,no,non_travel,688.59,,1,3,nan,224,high,male,,low,intermediate,laboratory_technician,very_high,married,5561.67,14460.33,0,no,11,"3,0",low,nan,3,10,6,good,9,7,5,1995,,yes
31,no,non_travel,1016.48,,2,4,nan,225,very_high,male,,high,senior,sales_executive,high,,,21346.0,1,yes,19,"3,0",low,part_time,1,10,5,low,10,9,6,1992,98520.0,yes
42,no,non_travel,1842.8,,2,1,life_sciences,226,high,female,,high,manager,manager,high,,14884.17,38698.83,0,yes,13,,very_high,full_time,0,21,3,low,20,2,10,1981,178610.0,no
40,no,travel_rarely,556.26,,2,3,life_sciences,227,high,female,,high,intermediate,research_scientist,very_high,single,,11681.39,1,,13,"3,0",high,part_time,0,9,4,good,9,8,8,1983,53914.11,yes
34,no,,556.26,,15,2,medical,228,high,male,,high,intermediate,sales_executive,low,single,4492.84,11681.39,1,,12,"3,0",very_high,nan,0,,6,excellent,10,9,6,1989,,yes
58,no,travel_rarely,1973.98,,1,3,nan,229,very_high,male,,high,executive,research_director,low,,,41453.67,3,,21,"4,0",high,full_time,1,,3,good,9,1,5,1965,191324.62,no
31,yes,travel_frequently,768.24,,1,5,nan,230,high,male,,very_high,senior,manufacturing_director,medium,,6205.0,16133.0,1,,11,"3,0",low,nan,0,,2,good,10,4,7,1992,,yes
40,no,non_travel,1419.37,,8,1,nan,231,very_high,female,,medium,senior,research_director,medium,,11464.17,29806.83,2,no,11,"3,0",high,full_time,1,16,5,good,9,4,8,1983,137570.0,yes
53,no,,1712.49,,2,3,medical,232,very_high,female,,very_high,manager,research_director,medium,single,13831.67,35962.33,4,no,12,"3,0",medium,full_time,0,35,2,low,9,8,8,1970,165980.0,yes
34,no,,1582.77,research_&_development,15,3,nan,233,medium,female,197.85,high,manager,research_director,low,,12783.92,33238.2,7,,14,"3,0",very_high,full_time,2,16,3,low,14,6,9,1989,153407.07,yes
35,no,travel_rarely,1032.49,,16,3,life_sciences,234,very_high,male,,medium,senior,healthcare_representative,medium,single,8339.32,21682.23,1,no,19,"3,0",very_high,nan,0,,3,very_low,11,3,3,1988,,yes
37,no,,442.1,,13,3,nan,235,low,female,55.26,high,intermediate,research_scientist,very_high,married,,9284.17,1,,17,"3,0",low,part_time,0,,2,good,10,3,7,1986,42850.0,yes
42,no,travel_frequently,1044.54,,2,3,nan,236,very_high,female,,high,senior,healthcare_representative,very_high,,,21935.33,2,yes,14,"3,0",high,full_time,1,24,3,very_low,20,13,9,1981,101240.0,yes
45,no,,1032.49,,1,4,nan,237,low,female,,high,senior,healthcare_representative,medium,divorced,8339.32,21682.23,1,,12,"3,0",low,part_time,3,,4,good,10,7,7,1978,100071.84,yes
30,yes,travel_rarely,1002.24,,1,3,nan,238,medium,female,,medium,intermediate,sales_executive,low,married,,21047.0,1,no,11,"3,0",very_high,full_time,1,,4,good,10,6,7,1993,97140.0,yes
38,no,travel_rarely,1023.9,,14,3,life_sciences,239,high,female,,high,intermediate,sales_executive,medium,married,,21502.0,0,,11,"3,0",very_high,full_time,1,10,3,good,9,7,7,1985,99240.0,yes
50,no,,1160.2,,20,5,medical,240,medium,female,,high,manager,healthcare_representative,high,,,24364.17,2,,15,"3,0",high,full_time,1,32,3,good,30,12,13,1973,112450.0,no
39,no,travel_rarely,316.64,,3,2,nan,241,high,female,,medium,intermediate,laboratory_technician,high,,2557.5,6649.5,0,,15,"3,0",very_high,nan,1,,3,,10,0,7,1984,,yes
34,no,travel_rarely,556.26,,3,3,nan,242,very_high,male,,high,intermediate,research_scientist,medium,,4492.84,11681.39,1,no,12,"3,0",high,part_time,1,11,2,good,11,7,9,1989,53914.11,yes
54,no,travel_rarely,1582.77,research_&_development,22,5,nan,243,medium,male,,high,manager,manager,high,,,33238.2,3,,25,"4,0",high,full_time,1,36,6,good,10,4,7,1969,153407.07,yes
41,no,travel_rarely,953.44,,6,3,marketing,244,very_high,female,,high,senior,sales_executive,high,,7700.83,20022.17,1,no,12,"3,0",medium,part_time,0,,3,good,10,8,7,1982,92410.0,no
39,no,,667.75,,1,3,life_sciences,245,very_high,female,83.47,high,intermediate,laboratory_technician,very_high,married,5393.33,14022.67,1,,15,"3,0",very_high,full_time,1,,2,good,9,5,8,1984,64720.0,yes
40,no,travel_rarely,1973.98,,7,4,nan,246,medium,female,,high,executive,manager,medium,,15943.72,41453.67,1,no,14,"3,0",medium,full_time,0,,3,low,21,12,8,1983,191324.62,no
33,no,,315.2,,4,3,technical_degree,247,very_high,female,,high,intermediate,research_scientist,medium,,,6619.17,5,no,15,,very_high,part_time,2,11,2,low,9,1,7,1990,30550.0,yes
