,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
101,43,No,travel_rarely,1582.7713464696226, Research & Development ,15,2,,1,102,3,0,,2,4, ReSearch DiRecTOR ,3,,,"33238,20$",1,,No,24,"4,0",1,Full Time,1,,3,"3,0",14,,6,11,,1980,"153407,07$", ReSearch DiRecTOR  -  Research & Development ,,1
102,34,No,,556.2566609977324,,5,2,Medical,1,103,2,0,,2,2, LABoRATOry teChnicIan ,4,,"4492,84$","11681,39$",1,Y,No,14,"3,0",3,Part Time,1,,3,,15,,4,13,"4492,84$",1989,"53914,11$",,,0
103,38,No,,290.03550973654063,,2,3,,1,104,1,0,,3,1, huMan RESOURcEs ,2,Divorced,"2342,59$","6090,75$",5,,No,13,"3,0",4,Part Time,3,"13,0",3,"3,0",11,,3,8,"2342,59$",1985,"28111,13$",,,1
104,48,No,,1973.9841269841268,,10,3,,1,105,4,0,,2,5, ResearcH DiReCtOR ,2,,,"41453,67$",4,Y,No,12,"3,0",4,Full Time,0,"29,0",3,"3,0",22,,12,9,,1975,"191324,62$",,,0
105,34,No,,592.9444444444445, Research & Development ,22,4,Other,1,106,3,0,,2,2, resEaRCh SciEnTist ,4,Married,"4789,17$","12451,83$",1,,Yes,15,"3,0",2,Full Time,0,"16,0",3,"3,0",15,,6,11,"4789,17$",1989,"57470,00$", resEaRCh SciEnTist  -  Research & Development ,,False
106,32,No,travel_rarely,1075.2857142857142,,-31,4,,1,107,31,1,134.41071428571428,3,3, SAleS eXEcUtIve ,4,,"8685,00$","22581,00$",1,Y,No,19,"3,0",3,Full Time,2,"14,0",3,"3,0",14,,5,7,"8685,00$",1991,"104220,00$",,,Yes
107,29,No,travel_rarely,1032.4872861766066,,21,4,Life Sciences,1,108,2,1,,4,3, maNufaCturing direcTOr ,1,Divorced,"8339,32$","21682,23$",1,Y,No,11,"3,0",3,,1,"10,0",1,"3,0",10,,8,8,"8339,32$",1994,,,,0
108,46,No,,1032.4872861766066,,1,3,Medical,1,109,3,0,,2,3, HEalThCare REPreseNTAtive ,1,Married,,"21682,23$",2,,Yes,13,"3,0",3,,1,"21,0",5,"2,0",10,,9,5,,1977,"100071,84$",,,False
109,30,No,,654.8492063492064, Human Resources ,9,3,,1,110,3,0,,3,2, hUmaN REsoUrCes ,4,Married,"5289,17$","13751,83$",0,,Yes,19,"3,0",4,Full Time,0,,2,"1,0",11,,4,7,"5289,17$",1993,"63470,00$", hUmaN REsoUrCes  -  Human Resources ,,0
110,45,No,,242.25396825396828,,9,3,Life Sciences,1,111,2,0,,3,2, LaboRaTORY TechnICiAn ,2,,"1956,67$","5087,33$",8,Y,No,18,"3,0",3,Part Time,1,"20,0",2,,17,,0,15,"1956,67$",1978,"23480,00$",,,Yes
111,30,No,travel_rarely,1032.4872861766066,,5,3,,1,112,2,1,129.06091077207583,3,3, SalES ExeCuTIVe ,4,,"8339,32$","21682,23$",2,Y,No,12,"3,0",3,Part Time,1,,2,"3,0",10,,7,4,"8339,32$",1993,"100071,84$",,,True
112,30,No,,316.95238095238096,,9,3,,1,113,3,0,,3,2, lABOrAtorY tEcHNICian ,1,,,"6656,00$",1,Y,No,11,,3,Part Time,2,"12,0",4,"3,0",12,,6,10,,1993,"30720,00$",,,Yes
113,34,No,travel_frequently,556.2566609977324,,-29,1,,1,114,4,0,,2,2, manUFACTuRiNg dIrECToR ,3,Married,"4492,84$","11681,39$",1,,,17,"3,0",3,,0,"10,0",2,"2,0",10,,1,9,"4492,84$",1989,,,,False
114,51,No,travel_rarely,1288.6507936507935,,8,4,Life Sciences,1,115,2,0,,2,3, RESEArCh dIRECTOR ,2,Married,"10408,33$","27061,67$",5,,No,16,"3,0",4,Full Time,2,"16,0",5,"1,0",10,,4,7,"10408,33$",1972,"124900,00$",,,0
115,34,No,,556.2566609977324,,-39,4,Life Sciences,1,116,39,0,69.53208262471655,2,2, MAnufACturiNg dIReCtOR ,1,,"4492,84$","11681,39$",6,,,13,"3,0",2,Part Time,1,"13,0",3,"3,0",11,,5,9,"4492,84$",1989,"53914,11$",,,1
116,35,No,travel_rarely,827.4603174603175,,16,3,,1,117,3,0,,3,3, Sales ExEcUTIvE ,2,Married,"6683,33$","17376,67$",0,Y,,15,"3,0",3,Part Time,2,"12,0",3,"2,0",11,,6,9,"6683,33$",1988,"80200,00$",,,1
117,45,No,travel_frequently,1032.4872861766066,,7,3,Life Sciences,1,118,1,0,,3,3, LaboRaTOrY techNiciaN ,1,,"8339,32$","21682,23$",1,Y,,18,"3,0",1,Part Time,1,"24,0",2,"3,0",24,,9,11,"8339,32$",1978,"100071,84$",,,Yes
118,39,No,,1760.9841269841272,,10,1,,1,119,3,0,,3,4, ManageR ,1,Married,,"36980,67$",1,,,14,,4,Full Time,0,"21,0",3,"3,0",21,,11,10,,1984,"170680,00$",,,Yes
119,31,No,,922.6904761904764,,7,2,,1,120,3,1,,2,3, MANufacTUrinG diREcTor ,3,Married,"7452,50$","19376,50$",1,,No,24,"4,0",1,Part Time,1,"10,0",2,"3,0",10,,8,9,"7452,50$",1992,"89430,00$",,,False
120,39,No,,1988.3809523809523, Research & Development ,7,2,,1,121,3,0,,2,5, manAgER ,4,Married,"16060,00$","41756,00$",1,Y,,15,"3,0",1,Full Time,1,,2,"3,0",21,,13,3,"16060,00$",1984,"192720,00$", manAgER  -  Research & Development ,,True
121,45,No,travel_rarely,556.2566609977324,,8,4,,1,122,4,0,69.53208262471655,3,2, RESearCH scienTIST ,4,,"4492,84$","11681,39$",9,Y,No,14,"3,0",1,Part Time,2,"12,0",3,"3,0",10,,9,8,"4492,84$",1978,"53914,11$",,,True
122,30,No,travel_rarely,556.2566609977324, Sales ,5,3,Marketing,1,123,4,1,,2,2, SaLES eXeCUtIVE ,3,,"4492,84$","11681,39$",1,,,13,"3,0",3,,3,"10,0",2,"3,0",10,,1,2,"4492,84$",1993,, SaLES eXeCUtIVE  -  Sales ,,Yes
123,31,No,,1032.4872861766066,,7,4,Medical,1,124,3,1,129.06091077207583,3,3, maNUfActuRinG diRectOR ,4,,"8339,32$","21682,23$",1,Y,,14,"3,0",3,Part Time,0,"11,0",2,"2,0",11,,4,10,"8339,32$",1992,"100071,84$",,,False
124,36,No,,1032.4872861766066,,3,4,Medical,1,125,1,0,,2,3, SAles exEcUtivE ,4,Married,"8339,32$","21682,23$",4,Y,No,11,"3,0",1,Part Time,1,"16,0",2,"3,0",13,,1,12,"8339,32$",1987,"100071,84$",,,True
125,36,No,travel_rarely,1032.4872861766066,,2,2,,1,126,2,0,,2,3, saLes eXECUTIVE ,3,Married,,"21682,23$",1,,,13,"3,0",2,Part Time,2,"10,0",2,"3,0",10,,9,0,,1987,"100071,84$",,,True
126,55,No,travel_rarely,1582.7713464696226,,18,5,,1,127,1,1,197.8464183087028,3,4, MAnAgER ,2,Single,"12783,92$","33238,20$",3,Y,No,23,"4,0",4,Full Time,0,"37,0",2,"3,0",10,,7,7,"12783,92$",1968,"153407,07$",,,1
127,35,No,,556.2566609977324,,1,3,,1,128,2,0,,3,2, SAles exEcutiVE ,3,,"4492,84$","11681,39$",9,Y,,11,"3,0",3,Part Time,0,"15,0",2,"3,0",11,,6,9,"4492,84$",1988,"53914,11$",,,1
128,42,No,travel_rarely,1032.4872861766066,,24,3,Medical,1,129,4,0,129.06091077207583,3,3, MANufactURINg DirEctOR ,1,Married,"8339,32$","21682,23$",1,,,21,"4,0",4,Part Time,1,"10,0",5,"2,0",10,,5,8,"8339,32$",1981,"100071,84$",,,False
129,52,No,travel_rarely,575.4047619047619,,6,2,,1,130,4,0,71.92559523809524,3,2, RESEarCh sCiENTIst ,1,Divorced,"4647,50$","12083,50$",3,Y,Yes,12,,2,Full Time,2,"18,0",3,"3,0",10,,6,9,"4647,50$",1971,"55770,00$",,,Yes
130,49,No,,1973.9841269841268,,18,4,Life Sciences,1,131,4,0,246.74801587301585,2,5, reseArcH DIRectOr ,3,,,"41453,67$",1,,Yes,17,"3,0",3,Full Time,1,,5,"3,0",31,,0,9,,1974,"191324,62$",,,1
131,34,No,travel_rarely,277.6428571428572, Research & Development ,1,5,,1,132,2,0,,3,1, reSEarCH scIentISt ,4,Married,"2242,50$","5830,50$",1,,No,12,"3,0",4,Part Time,1,,4,"2,0",10,,8,8,"2242,50$",1989,"26910,00$", reSEarCH scIentISt  -  Research & Development ,,Yes
132,33,Yes,travel_rarely,290.03550973654063,,1,4,Other,1,133,4,0,,3,1, rESearCh SCiEnTIST ,4,Single,"2342,59$","6090,75$",1,Y,,13,"3,0",3,Part Time,0,"10,0",2,"2,0",10,,7,8,"2342,59$",1990,"28111,13$",,,0
133,33,No,,1032.4872861766066, Research & Development ,7,3,Medical,1,134,3,0,,3,3, ReSeARCh DiRECtor ,3,Married,"8339,32$","21682,23$",0,,No,11,"3,0",4,,0,,3,"4,0",13,,3,7,"8339,32$",1990,, ReSeARCh DiRECtor  -  Research & Development ,,True
134,53,No,travel_rarely,1582.7713464696226,,23,4,,1,135,4,1,,3,4, RESEARcH DirecToR ,4,,"12783,92$","33238,20$",6,Y,No,18,"3,0",3,Full Time,0,"33,0",0,"3,0",12,,3,8,"12783,92$",1970,"153407,07$",,,1
135,49,No,travel_rarely,763.8015873015873,,8,2,Other,1,136,1,1,,3,3, LAboRatORY TeCHNicIAn ,2,Married,"6169,17$","16039,83$",4,,,11,"3,0",3,Part Time,1,"29,0",3,"2,0",26,,1,7,"6169,17$",1974,"74030,00$",,,0
136,35,No,,1032.4872861766066,,-21,4,,1,137,21,0,129.06091077207583,3,3, SaLeS exEcuTIVE ,4,,,"21682,23$",6,Y,,13,"3,0",2,Part Time,1,,2,"3,0",10,,0,8,,1988,"100071,84$",,,0
137,38,No,travel_rarely,910.3095238095236,,17,1,Life Sciences,1,138,3,1,113.78869047619048,2,3, heAlThCARE rEpreSentaTIVE ,3,Married,"7352,50$","19116,50$",0,,,18,"3,0",1,Part Time,1,"20,0",4,"2,0",19,,1,9,"7352,50$",1985,"88230,00$",,,0
138,46,No,,1582.7713464696226, Sales ,3,1,Marketing,1,139,1,0,,3,4, MaNAgeR ,3,Married,"12783,92$","33238,20$",3,Y,No,12,"3,0",4,Full Time,1,,3,"3,0",12,,4,9,"12783,92$",1977,"153407,07$", MaNAgeR  -  Sales ,,0
139,36,No,non-travel,556.2566609977324,,18,4,,1,140,1,0,69.53208262471655,3,2, MaNuFacTUriNG dIRectOr ,4,Single,"4492,84$","11681,39$",2,Y,,20,"4,0",1,Part Time,0,"18,0",0,"3,0",11,,0,9,"4492,84$",1987,"53914,11$",,,False
140,42,Yes,travel_frequently,1582.7713464696226,,-15,3,Life Sciences,1,141,15,0,,3,4, salEs EXecuTIve ,1,Single,,"33238,20$",0,,,12,,2,Full Time,0,,2,"2,0",21,,13,14,,1981,"153407,07$",,,Yes
141,34,No,travel_frequently,556.2566609977324,,1,3,,1,142,4,0,,2,2, HEAlTHcaRe rEpreseNTatIvE ,1,Single,"4492,84$","11681,39$",0,,No,20,"4,0",3,,0,"14,0",3,"3,0",13,,4,9,"4492,84$",1989,,,,1
142,30,No,travel_rarely,369.2619047619048, Research & Development ,1,3,Medical,1,143,4,0,,3,1, RESEArCH sCIenTIst ,2,,"2982,50$","7754,50$",0,,Yes,21,"4,0",1,,1,"12,0",2,"3,0",11,,5,7,"2982,50$",1993,"35790,00$", RESEArCH sCIenTIst  -  Research & Development ,,1
143,54,No,travel_rarely,1834.3412698412696,,3,3,Life Sciences,1,144,4,0,,3,4, rESeArCH dIrECtor ,4,Married,"14815,83$","38521,17$",3,,No,14,"3,0",1,Full Time,0,"36,0",2,"3,0",10,,0,9,"14815,83$",1969,"177790,00$",,,1
144,31,No,travel_rarely,556.2566609977324,,24,3,Medical,1,145,3,1,,2,2, HeALThCARE rEPreSENTAtivE ,1,Single,"4492,84$","11681,39$",1,,No,19,,2,Part Time,0,"10,0",2,"3,0",10,,1,8,"4492,84$",1992,"53914,11$",,,False
145,44,No,,1879.119047619048,,5,3,,1,146,2,0,,3,5, MANAGEr ,2,Married,"15177,50$","39461,50$",7,,No,11,"3,0",3,Full Time,1,"26,0",5,"3,0",22,,3,10,"15177,50$",1979,"182130,00$",,,True
146,55,No,non-travel,1400.8015873015877,,8,1,,1,147,4,0,175.10019841269843,2,4, HeaLtHCARe rEPREsEnTATIVE ,2,Divorced,,"29416,83$",1,Y,Yes,15,"3,0",4,Full Time,1,,3,"3,0",33,,15,0,,1968,"135770,00$",,,False
147,44,No,travel_rarely,1979.920634920635,,4,2,Life Sciences,1,148,3,0,247.49007936507937,4,5, manAger ,1,Divorced,"15991,67$","41578,33$",1,Y,No,14,"3,0",4,Full Time,2,,4,"2,0",25,,14,13,"15991,67$",1979,"191900,00$",,,False
148,34,No,travel_frequently,556.2566609977324, Human Resources ,11,3,Life Sciences,1,149,3,0,,2,2, hUMAn reSoUrCES ,2,,"4492,84$","11681,39$",4,Y,No,11,"3,0",4,,2,"14,0",5,"4,0",10,,1,8,"4492,84$",1989,, hUMAn reSoUrCES  -  Human Resources ,,1
149,39,No,,1766.65873015873,,13,4,,1,150,3,1,220.8323412698413,2,4, mANaGeR ,2,Divorced,,"37099,83$",6,,Yes,13,"3,0",4,Full Time,2,,4,"3,0",19,,15,2,,1984,"171230,00$",,,0
150,55,No,travel_rarely,1979.6111111111115,,2,2,Medical,1,151,4,1,,1,5, MANagER ,3,,"15989,17$","41571,83$",4,Y,,14,,4,Full Time,1,"23,0",5,"3,0",19,,9,11,"15989,17$",1968,"191870,00$",,,True
151,51,No,,1582.7713464696226,,5,3,Life Sciences,1,152,3,0,197.8464183087028,3,4, manAGeR ,2,,"12783,92$","33238,20$",1,Y,,11,"3,0",2,Full Time,1,,2,"3,0",33,,0,10,"12783,92$",1972,"153407,07$",,,True
152,58,Yes,,1032.571428571429,,-14,4,Medical,1,153,14,1,,2,3, mAnUFACTURIng dIreCtOr ,1,Marreid,"8340,00$","21684,00$",7,Y,,14,"3,0",4,,0,,0,"2,0",10,,5,9,"8340,00$",1965,,,,True
153,48,No,,1032.4872861766066,,4,3,Life Sciences,1,154,4,0,129.06091077207583,3,3, maNUfaCTUriNG dIreCtor ,4,Single,"8339,32$","21682,23$",1,Y,No,11,"3,0",3,Part Time,0,"11,0",2,"3,0",10,,0,8,"8339,32$",1975,"100071,84$",,,1
154,29,No,travel_rarely,824.1587301587302, Human Resources ,17,3,,1,155,2,0,,2,3, HUmAN rESOuRceS ,1,Single,"6656,67$","17307,33$",1,Y,,13,"3,0",1,Part Time,0,,3,"2,0",10,,0,9,"6656,67$",1994,"79880,00$", HUmAN rESOuRceS  -  Human Resources ,,False
155,34,No,,556.2566609977324,,3,3,Other,1,156,4,0,,1,2, sAles ExecUTiVE ,1,Single,"4492,84$","11681,39$",3,,No,18,,4,Part Time,0,"15,0",2,"3,0",13,,3,12,"4492,84$",1989,"53914,11$",,,1
156,42,No,travel_frequently,290.03550973654063,,9,2,,1,157,1,1,,3,1, lABoRAtoRY TECHNicIAN ,4,,"2342,59$","6090,75$",1,,,13,"3,0",3,,0,"12,0",3,"3,0",12,,5,8,"2342,59$",1981,,,,Yes
157,57,No,travel_rarely,556.2566609977324,,1,2,Life Sciences,1,158,2,0,,4,2, REsearCh ScienTIst ,3,Married,"4492,84$","11681,39$",0,,No,24,"4,0",1,Part Time,1,"13,0",2,"2,0",12,,2,8,"4492,84$",1966,"53914,11$",,,True
158,34,Yes,travel_rarely,556.2566609977324,,24,4,,1,159,1,1,,2,2, sAles EXecutiVE ,2,Single,,"11681,39$",0,Y,Yes,23,"4,0",3,Part Time,0,"16,0",2,"4,0",15,,10,10,,1989,"53914,11$",,,0
159,54,No,travel_frequently,1582.7713464696226,,11,4,Medical,1,160,2,1,,3,4, manaGeR ,4,,"12783,92$","33238,20$",3,Y,No,20,,1,,1,"26,0",2,"3,0",14,,1,12,"12783,92$",1969,,,,1
160,34,No,travel_rarely,730.7857142857142,,1,3,,1,161,4,0,91.34821428571428,2,3, saLEs exEcUTiVE ,3,,"5902,50$","15346,50$",1,Y,,14,"3,0",4,Part Time,0,,3,"3,0",10,,8,6,"5902,50$",1989,"70830,00$",,,0
161,29,No,,487.2936507936508,,3,1,Medical,1,162,2,0,,3,1, lAboratorY tecHNIciAN ,1,Single,"3935,83$","10233,17$",1,,,18,"3,0",4,,0,,3,,10,,1,5,"3935,83$",1994,,,,True
162,35,No,travel_rarely,351.51587301587307,,28,3,Life Sciences,1,163,2,0,,4,2, LAboraTORy TEcHNiCIAN ,3,,"2839,17$","7381,83$",1,,,17,,4,Part Time,2,,3,"2,0",10,,6,8,"2839,17$",1988,"34070,00$",,,True
163,35,Yes,,556.2566609977324,,12,4,Other,1,164,4,0,69.53208262471655,3,2, Sales ExecUtIVe ,4,,"4492,84$","11681,39$",3,,,24,"4,0",1,Part Time,0,"13,0",2,"4,0",11,,6,7,"4492,84$",1988,"53914,11$",,,True
164,34,No,travel_rarely,302.1984126984127,,19,3,Life Sciences,1,165,2,1,37.77480158730159,2,1, rEseaRcH SCienTist ,4,Married,"2440,83$","6346,17$",1,,No,12,"3,0",2,Full Time,0,"10,0",3,"3,0",10,,8,7,"2440,83$",1989,"29290,00$",,,1
165,43,No,,556.2566609977324,,2,3,,1,166,4,0,,3,2, Sales eXEcUtIVE ,4,,"4492,84$","11681,39$",1,Y,Yes,17,"3,0",1,Part Time,1,"10,0",3,"3,0",10,,8,8,"4492,84$",1980,"53914,11$",,,False
166,58,No,non-travel,1582.7713464696226,,2,3,Medical,1,167,2,0,197.8464183087028,3,4, maNaGer ,2,Divorced,"12783,92$","33238,20$",4,,No,22,"4,0",4,Full Time,1,"37,0",0,"2,0",16,,14,14,"12783,92$",1965,"153407,07$",,,Yes
167,36,No,travel_rarely,556.2566609977324, Sales ,-14,4,,1,168,14,1,,2,2, SaleS EXeCuTivE ,3,Marreid,"4492,84$","11681,39$",1,,Yes,13,"3,0",1,Part Time,1,"10,0",4,"3,0",10,,1,7,"4492,84$",1987,"53914,11$", SaleS EXeCuTivE  -  Sales ,,False
168,43,No,travel_rarely,1032.4872861766066,,11,3,Life Sciences,1,169,1,0,129.06091077207583,3,3, hEALThcarE RepReSeNTAtIve ,3,Married,"8339,32$","21682,23$",1,Y,,17,"3,0",2,Part Time,1,"10,0",1,"3,0",10,,0,9,"8339,32$",1980,"100071,84$",,,1
169,55,No,,1973.9841269841268,,26,4,Human Resources,1,170,3,0,246.74801587301585,4,5, MAnAgEr ,2,Married,,"41453,67$",4,,Yes,18,"3,0",1,Full Time,1,"35,0",0,"3,0",10,,1,4,,1968,"191324,62$",,,Yes
170,42,No,,556.2566609977324, Research & Development ,23,2,,1,171,4,0,,2,2, ReSeARch scIENTISt ,3,Single,,"11681,39$",1,Y,,12,"3,0",4,,0,"20,0",2,"3,0",20,,3,7,,1981,"53914,11$", ReSeARch scIENTISt  -  Research & Development ,,True
171,40,No,,556.2566609977324,,11,3,Technical Degree,1,172,4,1,,3,2, LABORaTorY TECHniciaN ,3,Married,"4492,84$","11681,39$",1,,,11,,1,,1,"10,0",2,"4,0",10,,9,4,"4492,84$",1983,,,,True
172,56,Yes,,290.03550973654063, Research & Development ,7,2,Technical Degree,1,173,4,0,,3,1, LaBoRaTorY TeChNicIAn ,3,Married,,"6090,75$",8,Y,No,11,"3,0",4,Part Time,1,"14,0",4,"1,0",10,,9,8,,1967,"28111,13$", LaBoRaTorY TeChNicIAn  -  Research & Development ,,Yes
173,39,No,travel_rarely,1241.2936507936508,,-33,1,Marketing,1,174,33,1,,2,4, sAleS execuTiVE ,4,,"10025,83$","26067,17$",0,Y,,11,"3,0",1,Full Time,1,,2,"2,0",20,,9,6,"10025,83$",1984,"120310,00$",,,Yes
174,53,No,travel_rarely,1591.6746031746031,,2,4,Life Sciences,1,175,1,1,198.9593253968254,2,4, mANAgER ,4,Married,"12855,83$","33425,17$",2,,No,16,"3,0",3,Full Time,0,,3,"3,0",25,,3,7,"12855,83$",1970,"154270,00$",,,1
175,27,No,travel_frequently,1032.4872861766066,,8,3,,1,176,4,0,,3,3, sALes exECuTiVE ,3,Single,"8339,32$","21682,23$",1,Y,No,15,"3,0",4,,0,"9,0",0,"3,0",9,,1,7,"8339,32$",1996,,,,0
176,30,No,travel_frequently,556.2566609977324,,1,2,,1,177,3,1,69.53208262471655,3,2, LABOrATorY TechNIcIaN ,4,,"4492,84$","11681,39$",1,,,23,"4,0",4,Part Time,0,"12,0",2,,12,,3,7,"4492,84$",1993,"53914,11$",,,Yes
177,35,No,,1032.4872861766066,,18,5,Life Sciences,1,178,2,0,,3,3, sAlES eXeCuTIVe ,1,Married,"8339,32$","21682,23$",1,Y,,22,"4,0",4,,1,"9,0",3,"2,0",9,,1,8,"8339,32$",1988,,,,True
178,32,No,travel_rarely,635.7619047619048, Research & Development ,1,3,Medical,1,179,1,0,,3,2, ManUfaCTUriNg dIReCtor ,4,Married,"5135,00$","13351,00$",1,,Yes,22,"4,0",2,,1,"9,0",3,"3,0",9,,7,8,"5135,00$",1991,"61620,00$", ManUfaCTUriNg dIReCtor  -  Research & Development ,,1
179,30,No,travel_rarely,528.8730158730159,,1,1,Life Sciences,1,180,4,0,,2,2, LaboraTOry TEcHniCiAN ,4,Married,"4271,67$","11106,33$",1,,,12,"3,0",3,Part Time,2,,1,,10,,3,0,"4271,67$",1993,"51260,00$",,,0
180,46,Yes,,992.436507936508, Sales ,9,2,Medical,1,181,3,0,124.0545634920635,2,3, saLES ExECuTIVe ,4,,"8015,83$","20841,17$",1,,No,16,"3,0",4,Part Time,0,"9,0",3,"3,0",9,,4,7,"8015,83$",1977,"96190,00$", saLES ExECuTIVe  -  Sales ,,False
181,30,No,travel_rarely,556.2566609977324,,4,2,,1,182,3,1,,2,2, sALeS execUTiVE ,2,,"4492,84$","11681,39$",1,,Yes,12,"3,0",2,Part Time,3,"11,0",4,"2,0",11,,2,7,"4492,84$",1993,"53914,11$",,,False
182,32,No,,516.9047619047619,,6,4,,1,183,2,0,,3,2, saLEs executive ,3,Single,"4175,00$","10855,00$",1,Y,No,16,"3,0",1,,0,"12,0",0,"3,0",11,,5,7,"4175,00$",1991,,,,1
183,35,No,travel_rarely,1032.4872861766066,,-37,5,Marketing,1,184,3,0,,3,3, SAles ExeCUTiVE ,2,Married,"8339,32$","21682,23$",1,Y,,13,"3,0",1,Part Time,2,,3,"3,0",10,,0,6,"8339,32$",1988,"100071,84$",,,False
184,32,No,,1032.4872861766066,,8,3,Marketing,1,185,2,1,,3,3, sAleS exeCUTiVe ,4,Single,"8339,32$","21682,23$",1,Y,,14,"3,0",4,Part Time,0,"9,0",2,"3,0",9,,3,7,"8339,32$",1991,"100071,84$",,,1
185,41,No,travel_rarely,290.03550973654063, Research & Development ,-34,3,Life Sciences,1,186,1,0,,3,1, RESEaRch SCIEntISt ,3,Divorced,,"6090,75$",4,Y,No,12,"3,0",1,Part Time,1,,2,"3,0",9,,1,8,,1982,"28111,13$", RESEaRch SCIEntISt  -  Research & Development ,,1
186,40,No,travel_rarely,1963.7222222222224,,4,1,Medical,1,187,4,1,,3,5, manaGEr ,3,,"15860,83$","41238,17$",1,,No,14,"3,0",2,Full Time,1,"21,0",2,"3,0",20,,9,9,"15860,83$",1983,"190330,00$",,,0
187,45,No,,1582.7713464696226,,2,2,,1,188,1,0,,2,4, MAnagEr ,4,Married,"12783,92$","33238,20$",9,Y,No,23,"4,0",4,,1,"22,0",1,"3,0",20,,11,8,"12783,92$",1978,,,,1
188,32,Yes,travel_rarely,1073.015873015873,,4,4,,1,189,4,0,,1,3, SALeS eXecUTiVe ,4,Married,"8666,67$","22533,33$",1,,No,11,"3,0",3,Full Time,0,"14,0",2,"2,0",14,,9,8,"8666,67$",1991,"104000,00$",,,0
189,30,No,non-travel,1032.4872861766066, Research & Development ,1,1,Life Sciences,1,190,3,0,129.06091077207583,2,3, mAnUFaCtUrinG diReCtor ,3,,"8339,32$","21682,23$",1,,No,22,"4,0",3,Part Time,0,,2,"3,0",11,,5,8,"8339,32$",1993,"100071,84$", mAnUFaCtUrinG diReCtor  -  Research & Development ,,1
190,37,No,,1032.4872861766066,,11,3,,1,191,2,0,,3,3, REsEARcH dIreCTor ,4,,,"21682,23$",1,,,14,"3,0",3,Part Time,3,,1,"3,0",10,,0,7,,1986,"100071,84$",,,True
191,37,No,,288.1666666666667,,4,4,,1,192,1,0,,3,1, SAlEs repReSEnTaTiVE ,4,Divorced,"2327,50$","6051,50$",4,,No,17,"3,0",3,,1,"13,0",2,"3,0",9,,5,8,"2327,50$",1986,,,,0
192,40,No,,556.2566609977324,,24,2,Technical Degree,1,193,1,0,,3,2, reSEARch scIeNTIST ,4,,"4492,84$","11681,39$",1,Y,No,17,"3,0",1,,2,,3,"3,0",9,,4,7,"4492,84$",1983,,,,False
193,36,No,non-travel,585.4126984126984,,24,4,,1,194,2,1,,3,2, lAbORATorY teChnICiaN ,2,Married,"4728,33$","12293,67$",7,,,15,"3,0",3,Full Time,1,"11,0",3,"3,0",9,,0,8,"4728,33$",1987,"56740,00$",,,True
194,32,No,travel_rarely,556.2566609977324,,7,3,Life Sciences,1,195,4,0,,2,2, SalEs eXEcuTIVE ,3,Married,"4492,84$","11681,39$",1,Y,,14,"3,0",3,Part Time,1,"13,0",3,"2,0",13,,4,8,"4492,84$",1991,"53914,11$",,,True
195,38,No,,1032.4872861766066,,25,2,Life Sciences,1,196,1,1,,2,3, rEseaRch DIRECTOr ,2,,,"21682,23$",3,Y,,17,"3,0",3,Part Time,1,,2,"3,0",10,,0,1,,1985,"100071,84$",,,1
196,30,No,travel_rarely,556.2566609977324,,28,2,,1,197,4,1,,3,2, resEarcH sCiEnTISt ,4,Married,"4492,84$","11681,39$",1,,No,13,"3,0",4,Part Time,2,"11,0",2,"3,0",10,,1,9,"4492,84$",1993,"53914,11$",,,Yes
197,39,No,,1980.642857142857,,1,1,,1,198,2,0,247.5803571428572,3,5, ManAger ,3,,,"41593,50$",1,,,14,"3,0",3,Full Time,1,"21,0",3,"3,0",21,,1,6,,1984,"191970,00$",,,True
198,60,No,,1973.9841269841268,,7,3,Life Sciences,1,199,1,1,,3,5, MaNagEr ,1,,"15943,72$","41453,67$",5,,No,11,"3,0",4,Full Time,0,"33,0",5,"1,0",29,,11,10,"15943,72$",1963,"191324,62$",,,True
199,30,No,,867.9047619047619,,22,4,Other,1,200,3,1,108.48809523809524,3,3, SaLes ExecUtiVE ,1,,"7010,00$","18226,00$",0,,,11,"3,0",3,Part Time,0,"10,0",3,"3,0",9,,7,8,"7010,00$",1993,"84120,00$",,,True
200,31,No,travel_rarely,1032.4872861766066, Research & Development ,9,1,,1,201,3,0,,3,3, maNUFAcTURING direCTOr ,2,Divorced,"8339,32$","21682,23$",1,Y,No,25,"4,0",4,Part Time,1,,6,"4,0",13,,0,8,"8339,32$",1992,"100071,84$", maNUFAcTURING direCTOr  -  Research & Development ,,Yes
201,33,Yes,,345.42857142857144,,3,3,Life Sciences,1,202,1,0,43.17857142857143,3,1, RESeArCh sCIentIst ,1,Single,"2790,00$","7254,00$",1,Y,Yes,11,"3,0",1,Full Time,0,,3,"3,0",10,,9,7,"2790,00$",1990,"33480,00$",,,False
